"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"FYT","First Trust Small Cap Value AlphaDEX Fund","33.8465","64308417.693","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fyt",
"FKO","First Trust South Korea AlphaDEX Fund","26.429","5285852.858","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fko",
"FCVT","First Trust SSI Strategic Convertible Securities ETF","27.74","51319055.48","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fcvt",
"FDIV","First Trust Strategic Income ETF","51.09","102180102.18","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fdiv",
"FSZ","First Trust Switzerland AlphaDEX Fund","48.82","190398097.64","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fsz",
"FTW","First Trust Taiwan AlphaDEX Fund","36.378","3637872.756","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ftw",
"FIXD","First Trust TCW Opportunistic Fixed Income ETF","50.52","50520101.04","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fixd",
"TUSA","First Trust Total US Market AlphaDEX ETF","29.89","11956059.78","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tusa",
"FKU","First Trust United Kingdom AlphaDEX Fund","36.1391","27104397.2782","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fku",
"RNDV","First Trust US Equity Dividend Select ETF","19.6905","1969089.381","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rndv",
"FUNC","First United Corporation","14.95","105436818.5","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/func",
"FUSB","First US Bancshares, Inc.","11.11","67274305.23","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fusb",
"SVVC","Firsthand Technology Value Fund, Inc.","8.28","61526171.16","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/svvc",
"FSV","FirstService Corporation","63.18","2186809347.06","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/fsv",
"FISV","Fiserv, Inc.","122.77","26073644727.37","n/a","1986","Technology","EDP Services","http://www.nasdaq.com/symbol/fisv",
"FIVE","Five Below, Inc.","47.865","2637733123.86","n/a","2012","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/five",
"FPRX","Five Prime Therapeutics, Inc.","29.06","836518341.18","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/fprx",
"FVE","Five Star Senior Living Inc.","1.65","82487974.8","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/fve",
"FIVN","Five9, Inc.","21.65","1178813922","n/a","2014","Technology","EDP Services","http://www.nasdaq.com/symbol/fivn",
"FLEX","Flex Ltd.","16.29","8632292544","n/a","1994","Technology","Electrical Products","http://www.nasdaq.com/symbol/flex",
"FLKS","Flex Pharma, Inc.","3.75","67389712.5","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/flks",
"FLXN","Flexion Therapeutics, Inc.","21.8","692317685.6","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/flxn",
"SKOR","FlexShares Credit-Scored US Corporate Bond Index Fund","50.5499","42967465.5499","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/skor",
"LKOR","FlexShares Credit-Scored US Long Corporate Bond Index Fund","52.76","13190052.76","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lkor",
"MBSD","FlexShares Disciplined Duration MBS Index Fund","23.815","34531773.815","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mbsd",
"ASET","FlexShares Real Assets Allocation Index Fund","26.97","3371276.97","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aset",
"ESGG","FlexShares STOXX Global ESG Impact Index Fund","85.75","8575085.75","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/esgg",
"ESG","FlexShares STOXX US ESG Impact Index Fund","62.73","9409562.73","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/esg",
"QLC","FlexShares US Quality Large Cap Index Fund","29.72","23776029.72","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qlc",
"FPAY","FlexShopper, Inc.","4.19","22154168.29","n/a","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/fpay",
"FLXS","Flexsteel Industries, Inc.","55.16","431085935.56","n/a","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/flxs",
"FLIR","FLIR Systems, Inc.","34.7","4735012963.5","n/a","1993","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/flir",
"FLDM","Fluidigm Corporation","3.9","114717435.3","n/a","2011","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/fldm",
"FFIC","Flushing Financial Corporation","28.74","828032738.4","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ffic",
"FNBG","FNB Bancorp","27.38","200390195.14","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fnbg",
"FOMX","Foamix Pharmaceuticals Ltd.","5.61","208823750.85","n/a","2014","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/fomx",
"FOGO","Fogo de Chao, Inc.","13.75","387925230","n/a","2015","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/fogo",
"FONR","Fonar Corporation","28.15","178186459.8","n/a","1981","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/fonr",
"FRSX","Foresight Autonomous Holdings Ltd.","10.08","7788120.48","772631","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/frsx",
"FH","FORM Holdings Corp.","1.5","29348296.5","n/a","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/fh",
"FORM","FormFactor, Inc.","12.25","883487811.5","n/a","2003","Technology","Semiconductors","http://www.nasdaq.com/symbol/form",
"FORTY","Formula Systems (1985) Ltd.","37.99","7084033.29","186471","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/forty",
"FORR","Forrester Research, Inc.","40","709520000","n/a","1996","Consumer Services","Diversified Commercial Services","http://www.nasdaq.com/symbol/forr",
"FRTA","Forterra, Inc.","8.08","518242312","n/a","2016","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/frta",
"FTNT","Fortinet, Inc.","38.49","6765038465.13","n/a","2009","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/ftnt",
"FBIO","Fortress Biotech, Inc.","4.71","237063729.42","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/fbio",
"FMCI","Forum Merger Corporation","9.72","217314900","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/fmci",
"FMCIR","Forum Merger Corporation","0.36","0","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/fmcir",
"FMCIU","Forum Merger Corporation","10.2662","0","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/fmciu",
"FMCIW","Forum Merger Corporation","0.39","0","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/fmciw",
"FWRD","Forward Air Corporation","54.01","1631911555.89","n/a","n/a","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/fwrd",
"FORD","Forward Industries, Inc.","1.06","9307679.8","n/a","n/a","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/ford",
"FWP","Forward Pharma A/S","20.595","236518849.575","11484285","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/fwp",
"FOSL","Fossil Group, Inc.","10.44","505966310.64","n/a","1993","Consumer Non-Durables","Consumer Specialties","http://www.nasdaq.com/symbol/fosl",
"FMI","Foundation Medicine, Inc.","38.35","1366881821.5","n/a","2013","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/fmi",
"FOXF","Fox Factory Holding Corp.","35.9","1337358790.6","n/a","2013","Consumer Non-Durables","Motor Vehicles","http://www.nasdaq.com/symbol/foxf",
"FRAN","Francesca&#39;s Holdings Corporation","10.68","396480176.16","n/a","2011","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/fran",
"FELE","Franklin Electric Co., Inc.","41.1","1909165363.2","n/a","n/a","Consumer Durables","Metal Fabrications","http://www.nasdaq.com/symbol/fele",
"FKLYU","Frankly, Inc.","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fklyu",
"FRED","Fred&#39;s, Inc.","6.83","259889299.86","n/a","1992","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/fred",
"RAIL","Freightcar America, Inc.","17.2","213629693.2","n/a","2005","Capital Goods","Railroads","http://www.nasdaq.com/symbol/rail",
"FEIM","Frequency Electronics, Inc.","9.49","82844682.18","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/feim",
"FRPT","Freshpet, Inc.","16.05","547541127.6","n/a","2014","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/frpt",
"FTEO","FRONTEO, Inc.","15","1034100","68940","2013","n/a","n/a","http://www.nasdaq.com/symbol/fteo",
"FTR","Frontier Communications Corporation","1.06","1248753140","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ftr",
"FTRPR","Frontier Communications Corporation","27.2","0","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ftrpr",
"FRPH","FRP Holdings, Inc.","46.15","458781672.7","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/frph",
"FSBW","FS Bancorp, Inc.","43.66","133829513.56","n/a","2012","Finance","Banks","http://www.nasdaq.com/symbol/fsbw",
"FSBC","FSB Bancorp, Inc.","14.69","28523396.72","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/fsbc",
"FTD","FTD Companies, Inc.","19.58","537159325.56","n/a","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/ftd",
"FTEK","Fuel Tech, Inc.","0.7911","18786130.6617","n/a","n/a","Capital Goods","Pollution Control Equipment","http://www.nasdaq.com/symbol/ftek",
"FCEL","FuelCell Energy, Inc.","1.25","74466015","n/a","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/fcel",
"FLGT","Fulgent Genetics, Inc.","6.36","112522690.92","n/a","2016","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/flgt",
"FORK","Fuling Global Inc.","3.3","51996450","n/a","2015","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/fork",
"FLL","Full House Resorts, Inc.","2.45","56019159.35","n/a","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/fll",
"FULT","Fulton Financial Corporation","19.15","3347726400","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fult",
"FSNN","Fusion Telecommunications International, Inc.","1.44","32273860.32","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/fsnn",
"FTFT","Future FinTech Group Inc.","2.36","12208721.32","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/ftft",
"FFHL","Fuwei Films (Holdings) Co., Ltd.","3.26","10646628.62","n/a","2006","Capital Goods","Specialty Chemicals","http://www.nasdaq.com/symbol/ffhl",
"WILC","G. Willi-Food International,  Ltd.","7.53","99704074.89","n/a","n/a","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/wilc",
"GTHX","G1 Therapeutics, Inc.","16.9","594802226.2","n/a","2017","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/gthx",
"FOANC","Gabelli NextShares Trust","100.1","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/foanc",
"MOGLC","Gabelli NextShares Trust","99.9","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/moglc",
"GAIA","Gaia, Inc.","10.85","164412599.75","n/a","1999","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/gaia",
"GLPG","Galapagos NV","76.69","753135525.42","9820518","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/glpg",
"GALT","Galectin Therapeutics Inc.","2.45","84943175.8","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/galt",
"GALE","Galena Biopharma, Inc.","0.5525","20683127.01","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/gale",
"GLMD","Galmed Pharmaceuticals Ltd.","6.5","79097928","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/glmd",
"GLPI","Gaming and Leisure Properties, Inc.","37.12","7728374200.32","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/glpi",
"GPIC","Gaming Partners International Corporation","12.122","96110416.468","n/a","n/a","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/gpic",
"GRMN","Garmin Ltd.","51.17","9627963909.06","n/a","2000","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/grmn",
"GARS","Garrison Capital Inc.","8.28","132888634.56","n/a","2013","n/a","n/a","http://www.nasdaq.com/symbol/gars",
"GDS","GDS Holdings Limited","8.2","164580027","20070735","2016","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/gds",
"GEMP","Gemphire Therapeutics Inc.","13.05","138330587.25","n/a","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/gemp",
"GENC","Gencor Industries Inc.","16.3","234625231.8","n/a","n/a","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/genc",
"GNCMA","General Communication, Inc.","36.37","1310629320","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/gncma",
"GFN","General Finance Corporation","4.8","125850105.6","n/a","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/gfn",
"GFNCP","General Finance Corporation","96.4069","0","n/a","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/gfncp",
"GFNSL","General Finance Corporation","25.8","0","n/a","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/gfnsl",
"GENE","Genetic Technologies Ltd","0.908","11843567.008","13043576","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/gene",
"GNUS","Genius Brands International, Inc.","3.38","19932167.58","n/a","n/a","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/gnus",
"GNMK","GenMark Diagnostics, Inc.","11.48","540559150.32","n/a","2010","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/gnmk",
"GNCA","Genocea Biosciences, Inc.","5.05","143949113.75","n/a","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/gnca",
"GHDX","Genomic Health, Inc.","32.28","1108567216.68","n/a","2005","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/ghdx",
"GNTX","Gentex Corporation","18.87","5420790277.95","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/gntx",
"THRM","Gentherm Inc","39.05","1435032790.95","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/thrm",
"GEOS","Geospace Technologies Corporation","13.48","181178829.68","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/geos",
"GABC","German American Bancorp, Inc.","34.53","791752769.01","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/gabc",
"GERN","Geron Corporation","2.87","456835461.53","n/a","1996","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/gern",
"GEVO","Gevo, Inc.","0.63","9497228.58","n/a","2011","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/gevo",
"ROCK","Gibraltar Industries, Inc.","35.2","1111684428.8","n/a","1993","Capital Goods","Steel/Iron Ore","http://www.nasdaq.com/symbol/rock",
"GIGM","GigaMedia Limited","3.05","33709316.75","n/a","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/gigm",
"GIGA","Giga-tronics Incorporated","0.791","7739304.573","n/a","1983","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/giga",
"GIII","G-III Apparel Group, LTD.","22.77","1108022764.86","n/a","1989","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/giii",
"GILT","Gilat Satellite Networks Ltd.","5.3999","295108676.7233","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/gilt",
"GILD","Gilead Sciences, Inc.","69.25","90490941561.5","n/a","1992","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/gild",
"GBCI","Glacier Bancorp, Inc.","37.01","2835704423.52","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/gbci",
"GLAD","Gladstone Capital Corporation","9.8","250075086.8","n/a","2001","n/a","n/a","http://www.nasdaq.com/symbol/glad",
"GLADO","Gladstone Capital Corporation","25.51","56122000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/glado",
"GOOD","Gladstone Commercial Corporation","21.34","537670753.62","n/a","2003","Consumer Services","Real Estate","http://www.nasdaq.com/symbol/good",
"GOODM","Gladstone Commercial Corporation","26.09","0","n/a","n/a","Consumer Services","Real Estate","http://www.nasdaq.com/symbol/goodm",
"GOODO","Gladstone Commercial Corporation","25.62","29463000","n/a","n/a","Consumer Services","Real Estate","http://www.nasdaq.com/symbol/goodo",
"GOODP","Gladstone Commercial Corporation","25.813","25813000","n/a","n/a","Consumer Services","Real Estate","http://www.nasdaq.com/symbol/goodp",
"GAIN","Gladstone Investment Corporation","9.44","307047545.12","n/a","2005","n/a","n/a","http://www.nasdaq.com/symbol/gain",
"GAINM","Gladstone Investment Corporation","25.63","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gainm",
"GAINN","Gladstone Investment Corporation","25.8","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gainn",
"GAINO","Gladstone Investment Corporation","25.49","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gaino",
"LAND","Gladstone Land Corporation","11.53","136637694.72","n/a","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/land",
"LANDP","Gladstone Land Corporation","25.975","0","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/landp",
